Genera,category,Gene,gene_family,consensus_gene_name,consensus_product,threshold,alleles_at_maximum_threshold,number_genomes,average_dose,min_dose,max_dose,genomes_containing_fissions,genomes_containing_duplications,number_fission_loci,number_duplicated_loci,no_loci,products,gene_names,min_length(bp),max_length(bp),average_length(bp),cluster,cluster_order,ctg11571_94x_c_out,ctg11573_57x_c_out,ctg11580_43x_c_out,ctg11583_26x_l_out,ctg12262_45x_rc_out,ctg12265_259x_c_out,ctg17713_78x_rc_out,ctg17714_147x_c_out,ctg19218_26x_l_out,ctg28506_71x_c_out,ctg28510_23x_c_out,ctg28514_14x_l_out,ctg28519_42x_rc_out,ctg28529_146x_c_out,ctg31170_33x_c_out,ctg3232_136x_c_out,ctg3233_28x_c_out,ctg3237_11x_rc_out,ctg3239_19x_c_out,ctg3535_13x_c_out,ctg3537_17x_c_out,ctg3538_48x_rc_out,ctg3539_72x_c_out,ctg38907_13x_c_out,ctg3918_9x_c_out,ctg4047_12x_l_out,ctg4048_27x_c_out,ctg50905_118x_l_out,ctg50906_34x_c_out,ctg5737_54x_c_out,ctg6176_23x_c_out,ctg6275_14x_rc_out,ctg6277_75x_c_out,ctg6823_21x_c_out,ctg6826_23x_c_out,ctg6853_20x_rc_out,ctg7042_92x_c_out,ctg7044_122x_c_out,ctg7139_147x_c_out,ctg7140_24x_rc_out,ctg7143_29x_rc_out,ctg7145_199x_c_out,ctg7146_44x_c_out,ctg7556_40x_c_out,ctg7560_68x_c_out,ctg7563_129x_c_out,ctg7571_82x_c_out,ctg7608_72x_c_out,ctg8298_26x_c_out,ctg8299_8x_l_out,ctg8300_17x_c_out,ctg8302_19x_c_out,ctg8305_31x_c_out,ctg8306_37x_l_out,ctg9278_89x_c_out,ctg9279_63x_c_out,ctg9281_23x_c_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000003373,g000003373,msrA,Peptide methionine sulfoxide reductase MsrA,50,9,38,1,1,1,0,0,0,0,38,Peptide methionine sulfoxide reductase MsrA(29):hypothetical protein(9),msrA(29):NA(9),240,939,817.26,2325,4,,,ctg108368_220x_l_out_03203,,,,,,ctg12266_49x_l_out_00873,,ctg12268_159x_c_out_00547,,,,,,,,,,ctg15968_104x_rc_out_02117,,,,,,,,,,ctg1748_84x_c_out_00736,,,ctg17623_48x_rc_out_02515,,ctg17717_238x_rc_out_01750,,ctg18609_88x_rc_out_01449,ctg18610_357x_c_out_02127,,,,,,,,,,,,,,,,ctg23757_151x_c_out_01937,,,,,,,,,,ctg28567_1312x_c_out_02603,ctg29593_1386x_c_out_00485,ctg29595_1346x_rc_out_02084,,ctg29598_873x_l_out_03765,,,,,ctg31176_281x_l_out_00262,,,,,,,,,ctg31187_1365x_rc_out_01963,,ctg3242_1187x_rc_out_01580,,ctg3290_138x_c_out_02125,,ctg3292_254x_rc_out_00048,ctg3542_24x_l_out_00838,,ctg3544_226x_c_out_00059,,ctg38927_494x_rc_out_02728,,,,,,ctg3923_407x_c_out_00382,ctg4056_410x_c_out_01161,ctg46364_678x_rc_out_00804,,,,ctg49948_350x_l_out_02704,,,,,,,,,,,ctg5738_75x_c_out_00664,ctg6181_507x_l_out_03064,,,,,ctg6833_501x_rc_out_03144,,,ctg7149_309x_c_out_01788,,,,ctg7474_304x_c_out_02611,,,ctg7616_96x_c_out_02809,,ctg7618_699x_rc_out_01449,,ctg8307_148x_l_out_02916,,,ctg8310_368x_c_out_02330,,ctg8356_470x_c_out_02509,ctg8357_124x_l_out_01680,,,,,,ctg9257_464x_c_out_03287,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000005142_1_000000001,g000005142_1,,hypothetical protein,60,4,27,1.07,1,2,0,2,0,2,29,hypothetical protein(29),NA(29),147,771,269.07,2915,1,,,,,,,,,,ctg12267_311x_c_out_00020,ctg12268_159x_c_out_00849,ctg13582_103x_c_out_00779,,,ctg14416_106x_c_out_02244,,,,,,,,,,,,,,,,ctg1748_84x_c_out_01027,,ctg17622_18x_l_out_03387,,,,,ctg18609_88x_rc_out_01744,,,,ctg23526_161x_c_out_01807;ctg23526_161x_c_out_02657,,,,,,,,,,,,,,,,,,,,,,,ctg28567_1312x_c_out_02897,,ctg29595_1346x_rc_out_01789,,,,,ctg31174_213x_c_out_01701;ctg31174_213x_c_out_02551,,,,,,,,,,ctg31186_369x_c_out_01996,,,,,,,,,,ctg3544_226x_c_out_00350,,,,,,ctg3921_245x_c_out_02107,ctg3922_198x_l_out_01649,ctg3923_407x_c_out_00674,,ctg46364_678x_rc_out_01104,,,,,,,,,,,,,,,,ctg6181_507x_l_out_03358,ctg6182_696x_c_out_00893,,,ctg6832_406x_c_out_03002,ctg6833_501x_rc_out_02853,,ctg7047_721x_c_out_02887,,,,,,,,,,ctg7618_699x_rc_out_01743,ctg7619_1165x_rc_out_02044,,,,ctg8310_368x_c_out_02028,ctg8355_648x_c_out_02822,ctg8356_470x_c_out_02215,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000012289_000000001,g000012289,,hypothetical protein,60,2,29,1,1,1,0,0,0,0,29,hypothetical protein(29),NA(29),348,354,348.21,2755,1,,,,,,,,,,,ctg12268_159x_c_out_02168,,,ctg14413_16x_c_out_00512,,,,,,,,,,,,,,,,,ctg1748_84x_c_out_02514,,,,,ctg17717_238x_rc_out_00060,,ctg18609_88x_rc_out_03078,,,,,,,,,,,,,,ctg23750_41x_c_out_01820,,,ctg23757_151x_c_out_03639,,,,,,,,,,ctg28567_1312x_c_out_00716,,ctg29595_1346x_rc_out_00452,ctg29597_2203x_rc_out_00753,,,,,,,,,,,,,,,,,ctg3242_1187x_rc_out_03269,,,,ctg3292_254x_rc_out_01693,,,ctg3544_226x_c_out_01843,,,ctg38929_41x_rc_out_02828,,,,,ctg3923_407x_c_out_02160,ctg4056_410x_c_out_02795,ctg46364_678x_rc_out_02421,,,,,,,,,,,,,,,ctg5738_75x_c_out_02369,ctg6181_507x_l_out_01176,,,,,ctg6833_501x_rc_out_01366,,,ctg7149_309x_c_out_00145,,,ctg7473_370x_c_out_00221,ctg7474_304x_c_out_00780,,,,,ctg7618_699x_rc_out_03076,ctg7619_1165x_rc_out_00205,,,,ctg8310_368x_c_out_00709,,ctg8356_470x_c_out_00880,,ctg8504_891x_rc_out_03261,,,,,ctg9257_464x_c_out_01460,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000010523_000000001,g000010523,,hypothetical protein,60,2,29,1,1,1,0,0,0,0,29,hypothetical protein(29),NA(29),987,987,987,2755,2,,,,,,,,,,,ctg12268_159x_c_out_02167,,,ctg14413_16x_c_out_00511,,,,,,,,,,,,,,,,,ctg1748_84x_c_out_02513,,,,,ctg17717_238x_rc_out_00059,,ctg18609_88x_rc_out_03077,,,,,,,,,,,,,,ctg23750_41x_c_out_01819,,,ctg23757_151x_c_out_03638,,,,,,,,,,ctg28567_1312x_c_out_00715,,ctg29595_1346x_rc_out_00453,ctg29597_2203x_rc_out_00752,,,,,,,,,,,,,,,,,ctg3242_1187x_rc_out_03270,,,,ctg3292_254x_rc_out_01692,,,ctg3544_226x_c_out_01842,,,ctg38929_41x_rc_out_02829,,,,,ctg3923_407x_c_out_02159,ctg4056_410x_c_out_02794,ctg46364_678x_rc_out_02420,,,,,,,,,,,,,,,ctg5738_75x_c_out_02368,ctg6181_507x_l_out_01175,,,,,ctg6833_501x_rc_out_01367,,,ctg7149_309x_c_out_00146,,,ctg7473_370x_c_out_00220,ctg7474_304x_c_out_00779,,,,,ctg7618_699x_rc_out_03075,ctg7619_1165x_rc_out_00204,,,,ctg8310_368x_c_out_00710,,ctg8356_470x_c_out_00881,,ctg8504_891x_rc_out_03262,,,,,ctg9257_464x_c_out_01459,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000000214,g000000214,speB,hypothetical protein,50,44,68,1.09,1,3,2,5,2,6,74,hypothetical protein(72):Streptopain(4),NA(72):speB(4),594,2769,2337.99,1645,1,ctg108358_31x_c_out_00148,ctg108365_203x_c_out_01567;ctg108365_203x_c_out_02557,,,ctg108370_35x_rc_out_00577,ctg108371_202x_rc_out_01762,ctg108372_269x_l_out_02009,ctg11591_270x_l_out_01610,,,,ctg13582_103x_c_out_01857,,ctg14413_16x_c_out_00408,ctg14416_106x_c_out_03518,,ctg15961_84x_rc_out_02829,,(ctg15964_522x_l_out_00205:ctg15964_522x_l_out_00206);ctg15964_522x_l_out_00580;ctg15964_522x_l_out_01168,ctg15967_48x_l_out_01662,,ctg15969_369x_rc_out_01280,,ctg16194_77x_rc_out_02822,ctg16198_48x_rc_out_01666,ctg16199_66x_c_out_02349,,,ctg16609_149x_l_out_00870,ctg16612_112x_rc_out_00856,,,,,ctg17625_196x_c_out_01666,,,,ctg18610_357x_c_out_01248,,,,,,ctg23530_168x_c_out_02415,ctg23531_67x_rc_out_00990;ctg23531_67x_rc_out_00991,ctg23532_32x_c_out_01421,ctg23533_498x_rc_out_01495,ctg23534_1109x_c_out_03331,ctg23535_237x_rc_out_02209,,ctg23750_41x_c_out_01717,ctg23752_267x_c_out_00797,,,ctg26439_1685x_c_out_03251,ctg28542_142x_rc_out_01497,,(ctg28559_441x_rc_out_02925:ctg28559_441x_rc_out_02926),,,ctg28563_914x_rc_out_00474,ctg28564_61x_l_out_02101,,,,,,ctg29598_873x_l_out_02972,ctg31170_46x_c_out_02176,,,ctg31175_1174x_c_out_00468;ctg31175_1174x_c_out_03000,,ctg31177_48x_rc_out_00313,ctg31178_179x_rc_out_02494,ctg31179_53x_c_out_03353;ctg31179_53x_c_out_03354,ctg31180_189x_c_out_02461,ctg31181_505x_c_out_03328,ctg31182_88x_l_out_01822,,,ctg31187_1365x_rc_out_03106,,,,,,,,,,,,ctg38929_41x_rc_out_00353,ctg38930_935x_l_out_00848,ctg38931_416x_c_out_01282,ctg3921_245x_c_out_01028,,,,,ctg49945_702x_c_out_00447,ctg49946_315x_c_out_02725,ctg49947_413x_c_out_03151,,ctg50965_2801x_l_out_00890,ctg50969_576x_rc_out_01602,ctg51404_19x_rc_out_00521,,,,ctg51427_331x_rc_out_01740,ctg51432_415x_rc_out_01620,,ctg51435_101x_c_out_02471,,,ctg6182_696x_c_out_02123,,ctg6830_786x_c_out_01242,ctg6832_406x_c_out_01926,,,,,,,ctg7473_370x_c_out_00583,,ctg7475_53x_c_out_00112,ctg7584_604x_l_out_03527,,,,,,,,,ctg8355_648x_c_out_01745,,ctg8357_124x_l_out_00890,ctg8504_891x_rc_out_02900,,ctg9253_1043x_c_out_01878,,ctg9256_213x_c_out_00251,,ctg9258_897x_c_out_03387,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000022589_000000006,g000022589,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),123,156,134,4607,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg17622_18x_l_out_01959,,,,ctg18608_50x_rc_out_02876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg29597_2203x_rc_out_03288,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_02721,,ctg3291_256x_c_out_02335,,,ctg3543_244x_c_out_03424,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_03305,,,,,,ctg7047_721x_c_out_00244,,,,ctg7473_370x_c_out_02702,,,,,ctg7617_394x_rc_out_00515,,ctg7619_1165x_rc_out_03007,,,,,,,,ctg8504_891x_rc_out_00786,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000000096_1_000000004,g000000096_1,,hypothetical protein,70,49,101,1,1,1,1,0,1,0,101,hypothetical protein(102),NA(102),222,702,681.76,1177,1,,ctg108365_203x_c_out_01133,,ctg108369_35x_rc_out_00148,,ctg108371_202x_rc_out_00363,ctg108372_269x_l_out_02643,ctg11591_270x_l_out_00791,ctg12266_49x_l_out_00236,ctg12267_311x_c_out_02663,ctg12268_159x_c_out_02889,ctg13582_103x_c_out_01381,ctg13584_99x_l_out_03016,,(ctg14416_106x_c_out_02861:ctg14416_106x_c_out_02862),ctg15957_108x_l_out_01293,,,ctg15964_522x_l_out_01645,,ctg15968_104x_rc_out_02742,ctg15969_369x_rc_out_00516,ctg16186_108x_c_out_01275,,,ctg16199_66x_c_out_01548,ctg16604_724x_rc_out_01589,ctg16608_379x_c_out_01336,ctg16609_149x_l_out_00376,ctg16612_112x_rc_out_03623,ctg1748_84x_c_out_03218,,ctg17622_18x_l_out_00498,ctg17623_48x_rc_out_00345,ctg17625_196x_c_out_00771,ctg17717_238x_rc_out_00837,ctg18608_50x_rc_out_00931,ctg18609_88x_rc_out_00359,ctg18610_357x_c_out_02184,,,ctg23526_161x_c_out_01457,,,,,ctg23532_32x_c_out_01950,ctg23533_498x_rc_out_01785,ctg23534_1109x_c_out_02791,ctg23535_237x_rc_out_01633,ctg23749_39x_rc_out_02337,,,,ctg23757_151x_c_out_00672,,,,,ctg28560_138x_rc_out_01678,,ctg28563_914x_rc_out_00751,,,ctg28567_1312x_c_out_01519,ctg29593_1386x_c_out_00838,ctg29595_1346x_rc_out_03171,ctg29597_2203x_rc_out_01616,ctg29598_873x_l_out_02557,,ctg31171_104x_rc_out_00344,ctg31174_213x_c_out_00009,ctg31175_1174x_c_out_00922,ctg31176_281x_l_out_02920,,,,ctg31180_189x_c_out_02991,ctg31181_505x_c_out_02787,,,ctg31186_369x_c_out_01383,ctg31187_1365x_rc_out_02594,,ctg3242_1187x_rc_out_02496,ctg3243_993x_c_out_00767,ctg3290_138x_c_out_02780,ctg3291_256x_c_out_00671,ctg3292_254x_rc_out_02467,ctg3542_24x_l_out_00138,ctg3543_244x_c_out_01850,ctg3544_226x_c_out_02548,,ctg38927_494x_rc_out_02377,ctg38929_41x_rc_out_01116,ctg38930_935x_l_out_00355,ctg38931_416x_c_out_02129,ctg3921_245x_c_out_01503,ctg3922_198x_l_out_02509,ctg3923_407x_c_out_02862,ctg4056_410x_c_out_00248,ctg46364_678x_rc_out_03130,,,,ctg49948_350x_l_out_02350,,ctg50969_576x_rc_out_00780,,ctg51414_345x_c_out_00205,,,,,ctg51434_1419x_rc_out_00299,ctg51435_101x_c_out_03060,ctg5738_75x_c_out_03096,ctg6181_507x_l_out_01978,ctg6182_696x_c_out_01494,ctg6283_730x_l_out_02523,,ctg6832_406x_c_out_02399,ctg6833_501x_rc_out_00665,,ctg7047_721x_c_out_02159,ctg7149_309x_c_out_02703,ctg7471_28x_c_out_00661,ctg7472_59x_rc_out_02728,ctg7473_370x_c_out_01169,ctg7474_304x_c_out_01510,ctg7475_53x_c_out_00334,ctg7584_604x_l_out_02708,ctg7616_96x_c_out_02124,ctg7617_394x_rc_out_02087,ctg7618_699x_rc_out_00363,ctg7619_1165x_rc_out_01326,ctg8307_148x_l_out_02281,,ctg8309_935x_c_out_01878,ctg8310_368x_c_out_03559,ctg8355_648x_c_out_02221,ctg8356_470x_c_out_00073,ctg8357_124x_l_out_00473,ctg8504_891x_rc_out_02313,ctg9252_523x_c_out_01639,,,,ctg9257_464x_c_out_02187,ctg9258_897x_c_out_02621,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000001836_000000003,g000001836,resA,Thiol-disulfide oxidoreductase ResA,80,18,59,1.25,1,3,2,14,2,15,74,Thiol-disulfide oxidoreductase ResA(51):hypothetical protein(25),resA(51):NA(25),192,1971,1382.64,1784,1,,,,,,,ctg108372_269x_l_out_03273;ctg108372_269x_l_out_03278;ctg108372_269x_l_out_03282,,ctg12266_49x_l_out_01071,,,ctg13582_103x_c_out_02079,,,ctg14416_106x_c_out_00023,,ctg15961_84x_rc_out_01403,,,,ctg15968_104x_rc_out_02369,,,ctg16194_77x_rc_out_01399,,,,,,ctg16612_112x_rc_out_03016,ctg1748_84x_c_out_02715,,,,,ctg17717_238x_rc_out_00236;ctg17717_238x_rc_out_00244,ctg18608_50x_rc_out_00344,ctg18609_88x_rc_out_03295;ctg18609_88x_rc_out_03304,,,,,,,,,,,,ctg23535_237x_rc_out_00925,,,ctg23752_267x_c_out_02260,,(ctg23757_151x_c_out_00030:ctg23757_151x_c_out_00039),,,,ctg28559_441x_rc_out_01293,ctg28560_138x_rc_out_01308,,,,,ctg28567_1312x_c_out_00933;ctg28567_1312x_c_out_00942,ctg29593_1386x_c_out_02680,ctg29595_1346x_rc_out_00227;ctg29595_1346x_rc_out_00236,ctg29597_2203x_rc_out_01005,,,,,,ctg31176_281x_l_out_00863,,,,,,ctg31182_88x_l_out_00393,,,,,ctg3242_1187x_rc_out_03087;ctg3242_1187x_rc_out_03095,ctg3243_993x_c_out_00127,ctg3290_138x_c_out_01917,ctg3291_256x_c_out_00014,ctg3292_254x_rc_out_01867;ctg3292_254x_rc_out_01875,ctg3542_24x_l_out_01044,(ctg3543_244x_c_out_01143:ctg3543_244x_c_out_01145),ctg3544_226x_c_out_02045,,ctg38927_494x_rc_out_00402,,,ctg38931_416x_c_out_02735,ctg3921_245x_c_out_00806,,ctg3923_407x_c_out_02361,ctg4056_410x_c_out_02971;ctg4056_410x_c_out_02980,,ctg49945_702x_c_out_01872;ctg49945_702x_c_out_02080,,,ctg49948_350x_l_out_00364,,,,,,,ctg51427_331x_rc_out_00485,,,ctg51435_101x_c_out_03749,ctg5738_75x_c_out_02547;ctg5738_75x_c_out_02556,ctg6181_507x_l_out_01393;ctg6181_507x_l_out_01402,ctg6182_696x_c_out_02345,,ctg6830_786x_c_out_02803,ctg6832_406x_c_out_01704,ctg6833_501x_rc_out_01165,,ctg7047_721x_c_out_01428,ctg7149_309x_c_out_03295;ctg7149_309x_c_out_03303,,ctg7472_59x_rc_out_01461,,ctg7474_304x_c_out_00981,,,ctg7616_96x_c_out_03016,ctg7617_394x_rc_out_01440,ctg7618_699x_rc_out_03293;ctg7618_699x_rc_out_03302,ctg7619_1165x_rc_out_00474,ctg8307_148x_l_out_03113,,,,ctg8355_648x_c_out_01523,ctg8356_470x_c_out_00652;ctg8356_470x_c_out_00661,,,,ctg9253_1043x_c_out_00373,,,ctg9257_464x_c_out_01660,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000012202_000000004,g000012202,,hypothetical protein,90,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),165,168,166.75,4564,3,,,,,,,,,,ctg12267_311x_c_out_02511,,ctg13582_103x_c_out_00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00608,,,,,ctg3543_244x_c_out_01690,,,,,,,ctg3921_245x_c_out_02869,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00133,,,ctg6832_406x_c_out_00268,,,,,,,ctg7473_370x_c_out_01022,,,,,ctg7617_394x_rc_out_01929,,ctg7619_1165x_rc_out_01116,,,,,ctg8355_648x_c_out_00090,,,ctg8504_891x_rc_out_02460,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000012332_000000004,g000012332,,hypothetical protein,90,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),339,339,339,4574,3,,,,,,,,,,ctg12267_311x_c_out_02499,,ctg13582_103x_c_out_00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00597,,,,,ctg3543_244x_c_out_01679,,,,,,,ctg3921_245x_c_out_02881,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00121,,,ctg6832_406x_c_out_00280,,,,,,,ctg7473_370x_c_out_01008,,,,,ctg7617_394x_rc_out_01918,,ctg7619_1165x_rc_out_01104,,,,,ctg8355_648x_c_out_00102,,,ctg8504_891x_rc_out_02474,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000015740_000000006,g000015740,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),1182,1182,1182,4554,8,,,,,,,,,,ctg12267_311x_c_out_02482,,ctg13582_103x_c_out_03439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00580,,,,,ctg3543_244x_c_out_01662,,,,,,,ctg3921_245x_c_out_02898,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00103,,,ctg6832_406x_c_out_00297,,,,,,,ctg7473_370x_c_out_00991,,,,,ctg7617_394x_rc_out_01901,,ctg7619_1165x_rc_out_01087,,,,,ctg8355_648x_c_out_00119,,,ctg8504_891x_rc_out_02491,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000012955_000000006,g000012955,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),447,456,448.5,4673,1,,,,,,,,,,ctg12267_311x_c_out_02454,,ctg13582_103x_c_out_03413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00553,,,,,ctg3543_244x_c_out_01636,,,,,,,ctg3921_245x_c_out_02924,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00077,,,ctg6832_406x_c_out_00323,,,,,,,ctg7473_370x_c_out_00962,,,,,ctg7617_394x_rc_out_01872,,ctg7619_1165x_rc_out_01059,,,,,ctg8355_648x_c_out_00145,,,ctg8504_891x_rc_out_02520,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000013320_000000006,g000013320,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),2337,2337,2337,4554,13,,,,,,,,,,ctg12267_311x_c_out_02487,,ctg13582_103x_c_out_03444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00585,,,,,ctg3543_244x_c_out_01667,,,,,,,ctg3921_245x_c_out_02893,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00108,,,ctg6832_406x_c_out_00292,,,,,,,ctg7473_370x_c_out_00996,,,,,ctg7617_394x_rc_out_01906,,ctg7619_1165x_rc_out_01092,,,,,ctg8355_648x_c_out_00114,,,ctg8504_891x_rc_out_02486,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000012777_000000005,g000012777,,hypothetical protein,95,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),531,531,531,4554,5,,,,,,,,,,ctg12267_311x_c_out_02479,,ctg13582_103x_c_out_03436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00577,,,,,ctg3543_244x_c_out_01659,,,,,,,ctg3921_245x_c_out_02901,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00100,,,ctg6832_406x_c_out_00300,,,,,,,ctg7473_370x_c_out_00988,,,,,ctg7617_394x_rc_out_01898,,ctg7619_1165x_rc_out_01084,,,,,ctg8355_648x_c_out_00122,,,ctg8504_891x_rc_out_02494,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000011628_000000005,g000011628,,hypothetical protein,95,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),567,567,567,4557,5,,,,,,,,,,ctg12267_311x_c_out_02494,,ctg13582_103x_c_out_00005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00592,,,,,ctg3543_244x_c_out_01674,,,,,,,ctg3921_245x_c_out_02886,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00115,,,ctg6832_406x_c_out_00285,,,,,,,ctg7473_370x_c_out_01003,,,,,ctg7617_394x_rc_out_01913,,ctg7619_1165x_rc_out_01099,,,,,ctg8355_648x_c_out_00107,,,ctg8504_891x_rc_out_02479,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000012891_000000005,g000012891,,hypothetical protein,95,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),468,486,477,4574,1,,,,,,,,,,ctg12267_311x_c_out_02502,,ctg13582_103x_c_out_00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00600,,,,,ctg3543_244x_c_out_01682,,,,,,,ctg3921_245x_c_out_02878,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00124,,,ctg6832_406x_c_out_00277,,,,,,,ctg7473_370x_c_out_01012,,,,,ctg7617_394x_rc_out_01921,,ctg7619_1165x_rc_out_01107,,,,,ctg8355_648x_c_out_00099,,,ctg8504_891x_rc_out_02470,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000012733_000000005,g000012733,,hypothetical protein,95,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),549,549,549,4554,9,,,,,,,,,,ctg12267_311x_c_out_02483,,ctg13582_103x_c_out_03440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00581,,,,,ctg3543_244x_c_out_01663,,,,,,,ctg3921_245x_c_out_02897,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00104,,,ctg6832_406x_c_out_00296,,,,,,,ctg7473_370x_c_out_00992,,,,,ctg7617_394x_rc_out_01902,,ctg7619_1165x_rc_out_01088,,,,,ctg8355_648x_c_out_00118,,,ctg8504_891x_rc_out_02490,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000015380_000000006,g000015380,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),1245,1245,1245,4554,6,,,,,,,,,,ctg12267_311x_c_out_02480,,ctg13582_103x_c_out_03437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00578,,,,,ctg3543_244x_c_out_01660,,,,,,,ctg3921_245x_c_out_02900,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00101,,,ctg6832_406x_c_out_00299,,,,,,,ctg7473_370x_c_out_00989,,,,,ctg7617_394x_rc_out_01899,,ctg7619_1165x_rc_out_01085,,,,,ctg8355_648x_c_out_00121,,,ctg8504_891x_rc_out_02493,,,,,,,,,,,,,,,,,,,,,,
