Approach,Sample,Contig_number,Assembler,seq_assemble,Sample_name,Contig_Length_bp,
PacBio,d5,37,metaflye,PacBio metaflye,PacBio_d5_metaflye,1183294,
PacBio,d5,38,metaflye,PacBio metaflye,PacBio_d5_metaflye,1174631,
PacBio,d5,39,metaflye,PacBio metaflye,PacBio_d5_metaflye,1167262,
PacBio,d5,40,metaflye,PacBio metaflye,PacBio_d5_metaflye,1157573,
PacBio,d5,41,metaflye,PacBio metaflye,PacBio_d5_metaflye,1152673,
PacBio,d5,42,metaflye,PacBio metaflye,PacBio_d5_metaflye,1079644,
PacBio,d5,43,metaflye,PacBio metaflye,PacBio_d5_metaflye,1057544,
PacBio,d5,44,metaflye,PacBio metaflye,PacBio_d5_metaflye,1048661,
PacBio,d5,45,metaflye,PacBio metaflye,PacBio_d5_metaflye,954971,
PacBio,d5,46,metaflye,PacBio metaflye,PacBio_d5_metaflye,919464,
PacBio,d5,47,metaflye,PacBio metaflye,PacBio_d5_metaflye,913848,
PacBio,d5,48,metaflye,PacBio metaflye,PacBio_d5_metaflye,912382,
PacBio,d5,49,metaflye,PacBio metaflye,PacBio_d5_metaflye,909525,
PacBio,d5,50,metaflye,PacBio metaflye,PacBio_d5_metaflye,902920,
PacBio,d5,51,metaflye,PacBio metaflye,PacBio_d5_metaflye,902511,
PacBio,d5,52,metaflye,PacBio metaflye,PacBio_d5_metaflye,877268,
PacBio,d5,53,metaflye,PacBio metaflye,PacBio_d5_metaflye,871268,
PacBio,d5,54,metaflye,PacBio metaflye,PacBio_d5_metaflye,845600,
PacBio,d5,55,metaflye,PacBio metaflye,PacBio_d5_metaflye,837208,
PacBio,d5,56,metaflye,PacBio metaflye,PacBio_d5_metaflye,833440,
PacBio,d5,57,metaflye,PacBio metaflye,PacBio_d5_metaflye,741249,
PacBio,d5,58,metaflye,PacBio metaflye,PacBio_d5_metaflye,682813,
PacBio,d5,59,metaflye,PacBio metaflye,PacBio_d5_metaflye,682496,
PacBio,d5,60,metaflye,PacBio metaflye,PacBio_d5_metaflye,679480,
PacBio,d5,61,metaflye,PacBio metaflye,PacBio_d5_metaflye,674236,
PacBio,d5,62,metaflye,PacBio metaflye,PacBio_d5_metaflye,674230,
PacBio,d5,63,metaflye,PacBio metaflye,PacBio_d5_metaflye,668240,
PacBio,d5,64,metaflye,PacBio metaflye,PacBio_d5_metaflye,643863,
PacBio,d5,65,metaflye,PacBio metaflye,PacBio_d5_metaflye,623464,
PacBio,d5,66,metaflye,PacBio metaflye,PacBio_d5_metaflye,618570,
PacBio,d5,67,metaflye,PacBio metaflye,PacBio_d5_metaflye,613582,
PacBio,d5,68,metaflye,PacBio metaflye,PacBio_d5_metaflye,605181,
PacBio,d5,69,metaflye,PacBio metaflye,PacBio_d5_metaflye,603104,
PacBio,d5,70,metaflye,PacBio metaflye,PacBio_d5_metaflye,601290,
PacBio,d5,71,metaflye,PacBio metaflye,PacBio_d5_metaflye,586818,
PacBio,d5,72,metaflye,PacBio metaflye,PacBio_d5_metaflye,584569,
PacBio,d5,73,metaflye,PacBio metaflye,PacBio_d5_metaflye,579524,
PacBio,d5,74,metaflye,PacBio metaflye,PacBio_d5_metaflye,578455,
PacBio,d5,75,metaflye,PacBio metaflye,PacBio_d5_metaflye,573027,
PacBio,d5,76,metaflye,PacBio metaflye,PacBio_d5_metaflye,570727,
PacBio,d5,77,metaflye,PacBio metaflye,PacBio_d5_metaflye,569203,
PacBio,d5,78,metaflye,PacBio metaflye,PacBio_d5_metaflye,568917,
PacBio,d5,79,metaflye,PacBio metaflye,PacBio_d5_metaflye,543227,
PacBio,d5,80,metaflye,PacBio metaflye,PacBio_d5_metaflye,542967,
PacBio,d5,81,metaflye,PacBio metaflye,PacBio_d5_metaflye,539018,
PacBio,d5,82,metaflye,PacBio metaflye,PacBio_d5_metaflye,538566,
PacBio,d5,83,metaflye,PacBio metaflye,PacBio_d5_metaflye,535847,
PacBio,d5,84,metaflye,PacBio metaflye,PacBio_d5_metaflye,529931,
PacBio,d5,85,metaflye,PacBio metaflye,PacBio_d5_metaflye,529078,
PacBio,d5,86,metaflye,PacBio metaflye,PacBio_d5_metaflye,525335,
PacBio,d5,87,metaflye,PacBio metaflye,PacBio_d5_metaflye,519466,
PacBio,d5,88,metaflye,PacBio metaflye,PacBio_d5_metaflye,512640,
PacBio,d5,89,metaflye,PacBio metaflye,PacBio_d5_metaflye,502556,
PacBio,d5,90,metaflye,PacBio metaflye,PacBio_d5_metaflye,494611,
PacBio,d5,91,metaflye,PacBio metaflye,PacBio_d5_metaflye,471068,
PacBio,d5,92,metaflye,PacBio metaflye,PacBio_d5_metaflye,469346,
PacBio,d5,93,metaflye,PacBio metaflye,PacBio_d5_metaflye,461817,
PacBio,d5,94,metaflye,PacBio metaflye,PacBio_d5_metaflye,460673,
PacBio,d5,95,metaflye,PacBio metaflye,PacBio_d5_metaflye,458617,
PacBio,d5,96,metaflye,PacBio metaflye,PacBio_d5_metaflye,456179,
PacBio,d5,97,metaflye,PacBio metaflye,PacBio_d5_metaflye,455881,
PacBio,d5,98,metaflye,PacBio metaflye,PacBio_d5_metaflye,454621,
PacBio,d5,99,metaflye,PacBio metaflye,PacBio_d5_metaflye,449435,
PacBio,d5,100,metaflye,PacBio metaflye,PacBio_d5_metaflye,447199,
ONT,a6,1,metamdbg,ONT metamdbg,ONT_a6_metamdbg,9766116,
ONT,a6,2,metamdbg,ONT metamdbg,ONT_a6_metamdbg,3180659,
ONT,a6,3,metamdbg,ONT metamdbg,ONT_a6_metamdbg,3076368,
ONT,a6,4,metamdbg,ONT metamdbg,ONT_a6_metamdbg,2937271,
ONT,a6,5,metamdbg,ONT metamdbg,ONT_a6_metamdbg,2840161,
ONT,a6,6,metamdbg,ONT metamdbg,ONT_a6_metamdbg,2763536,
ONT,a6,7,metamdbg,ONT metamdbg,ONT_a6_metamdbg,2679543,
ONT,a6,8,metamdbg,ONT metamdbg,ONT_a6_metamdbg,2289182,
ONT,a6,9,metamdbg,ONT metamdbg,ONT_a6_metamdbg,2232883,
ONT,a6,10,metamdbg,ONT metamdbg,ONT_a6_metamdbg,2220525,
ONT,a6,11,metamdbg,ONT metamdbg,ONT_a6_metamdbg,2207821,
ONT,a6,12,metamdbg,ONT metamdbg,ONT_a6_metamdbg,2020291,
ONT,a6,13,metamdbg,ONT metamdbg,ONT_a6_metamdbg,2011266,
ONT,a6,14,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1910364,
ONT,a6,15,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1422594,
ONT,a6,16,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1310164,
ONT,a6,17,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1268771,
ONT,a6,18,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1246921,
ONT,a6,19,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1180312,
ONT,a6,20,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1178023,
ONT,a6,21,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1158078,
ONT,a6,22,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1151556,
ONT,a6,23,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1146196,
ONT,a6,24,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1145824,
ONT,a6,25,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1082691,
ONT,a6,26,metamdbg,ONT metamdbg,ONT_a6_metamdbg,1053885,
ONT,a6,27,metamdbg,ONT metamdbg,ONT_a6_metamdbg,951120,
ONT,a6,28,metamdbg,ONT metamdbg,ONT_a6_metamdbg,936909,
ONT,a6,29,metamdbg,ONT metamdbg,ONT_a6_metamdbg,890079,
ONT,a6,30,metamdbg,ONT metamdbg,ONT_a6_metamdbg,889558,
ONT,a6,31,metamdbg,ONT metamdbg,ONT_a6_metamdbg,816730,
ONT,a6,32,metamdbg,ONT metamdbg,ONT_a6_metamdbg,813255,
ONT,a6,33,metamdbg,ONT metamdbg,ONT_a6_metamdbg,810696,
ONT,a6,34,metamdbg,ONT metamdbg,ONT_a6_metamdbg,791774,
ONT,a6,35,metamdbg,ONT metamdbg,ONT_a6_metamdbg,776470,
ONT,a6,36,metamdbg,ONT metamdbg,ONT_a6_metamdbg,763614,
ONT,a6,37,metamdbg,ONT metamdbg,ONT_a6_metamdbg,741626,
ONT,a6,38,metamdbg,ONT metamdbg,ONT_a6_metamdbg,738378,
ONT,a6,39,metamdbg,ONT metamdbg,ONT_a6_metamdbg,699254,
ONT,a6,40,metamdbg,ONT metamdbg,ONT_a6_metamdbg,685006,
ONT,a6,41,metamdbg,ONT metamdbg,ONT_a6_metamdbg,673738,
ONT,a6,42,metamdbg,ONT metamdbg,ONT_a6_metamdbg,599775,
ONT,a6,43,metamdbg,ONT metamdbg,ONT_a6_metamdbg,581667,
ONT,a6,44,metamdbg,ONT metamdbg,ONT_a6_metamdbg,564427,
ONT,a6,45,metamdbg,ONT metamdbg,ONT_a6_metamdbg,527155,
ONT,a6,46,metamdbg,ONT metamdbg,ONT_a6_metamdbg,515694,
ONT,a6,47,metamdbg,ONT metamdbg,ONT_a6_metamdbg,508603,
ONT,a6,48,metamdbg,ONT metamdbg,ONT_a6_metamdbg,467231,
ONT,a6,49,metamdbg,ONT metamdbg,ONT_a6_metamdbg,444107,
ONT,a6,50,metamdbg,ONT metamdbg,ONT_a6_metamdbg,424394,
ONT,a6,51,metamdbg,ONT metamdbg,ONT_a6_metamdbg,422509,
ONT,a6,52,metamdbg,ONT metamdbg,ONT_a6_metamdbg,413602,
ONT,a6,53,metamdbg,ONT metamdbg,ONT_a6_metamdbg,410461,
ONT,a6,54,metamdbg,ONT metamdbg,ONT_a6_metamdbg,400082,
ONT,a6,55,metamdbg,ONT metamdbg,ONT_a6_metamdbg,381464,
ONT,a6,56,metamdbg,ONT metamdbg,ONT_a6_metamdbg,375237,
ONT,a6,57,metamdbg,ONT metamdbg,ONT_a6_metamdbg,367368,
ONT,a6,58,metamdbg,ONT metamdbg,ONT_a6_metamdbg,366803,
ONT,a6,59,metamdbg,ONT metamdbg,ONT_a6_metamdbg,364699,
ONT,a6,60,metamdbg,ONT metamdbg,ONT_a6_metamdbg,361608,
ONT,a6,61,metamdbg,ONT metamdbg,ONT_a6_metamdbg,338891,
ONT,a6,62,metamdbg,ONT metamdbg,ONT_a6_metamdbg,331886,
ONT,a6,63,metamdbg,ONT metamdbg,ONT_a6_metamdbg,330357,
ONT,a6,64,metamdbg,ONT metamdbg,ONT_a6_metamdbg,328675,
ONT,a6,65,metamdbg,ONT metamdbg,ONT_a6_metamdbg,322115,
ONT,a6,66,metamdbg,ONT metamdbg,ONT_a6_metamdbg,320529,
ONT,a6,67,metamdbg,ONT metamdbg,ONT_a6_metamdbg,315513,
ONT,a6,68,metamdbg,ONT metamdbg,ONT_a6_metamdbg,308501,
ONT,a6,69,metamdbg,ONT metamdbg,ONT_a6_metamdbg,306090,
ONT,a6,70,metamdbg,ONT metamdbg,ONT_a6_metamdbg,302427,
ONT,a6,71,metamdbg,ONT metamdbg,ONT_a6_metamdbg,302389,
ONT,a6,72,metamdbg,ONT metamdbg,ONT_a6_metamdbg,291090,
ONT,a6,73,metamdbg,ONT metamdbg,ONT_a6_metamdbg,277481,
ONT,a6,74,metamdbg,ONT metamdbg,ONT_a6_metamdbg,277048,
ONT,a6,75,metamdbg,ONT metamdbg,ONT_a6_metamdbg,276336,
ONT,a6,76,metamdbg,ONT metamdbg,ONT_a6_metamdbg,269582,
ONT,a6,77,metamdbg,ONT metamdbg,ONT_a6_metamdbg,267261,
ONT,a6,78,metamdbg,ONT metamdbg,ONT_a6_metamdbg,259190,
ONT,a6,79,metamdbg,ONT metamdbg,ONT_a6_metamdbg,256651,
ONT,a6,80,metamdbg,ONT metamdbg,ONT_a6_metamdbg,254362,
ONT,a6,81,metamdbg,ONT metamdbg,ONT_a6_metamdbg,244637,
ONT,a6,82,metamdbg,ONT metamdbg,ONT_a6_metamdbg,241127,
ONT,a6,83,metamdbg,ONT metamdbg,ONT_a6_metamdbg,235557,
ONT,a6,84,metamdbg,ONT metamdbg,ONT_a6_metamdbg,234273,
ONT,a6,85,metamdbg,ONT metamdbg,ONT_a6_metamdbg,231248,
ONT,a6,86,metamdbg,ONT metamdbg,ONT_a6_metamdbg,229970,
ONT,a6,87,metamdbg,ONT metamdbg,ONT_a6_metamdbg,228776,
ONT,a6,88,metamdbg,ONT metamdbg,ONT_a6_metamdbg,227958,
ONT,a6,89,metamdbg,ONT metamdbg,ONT_a6_metamdbg,227501,
ONT,a6,90,metamdbg,ONT metamdbg,ONT_a6_metamdbg,225223,
ONT,a6,91,metamdbg,ONT metamdbg,ONT_a6_metamdbg,223959,
ONT,a6,92,metamdbg,ONT metamdbg,ONT_a6_metamdbg,223007,
ONT,a6,93,metamdbg,ONT metamdbg,ONT_a6_metamdbg,216673,
ONT,a6,94,metamdbg,ONT metamdbg,ONT_a6_metamdbg,214878,
ONT,a6,95,metamdbg,ONT metamdbg,ONT_a6_metamdbg,213780,
ONT,a6,96,metamdbg,ONT metamdbg,ONT_a6_metamdbg,201045,
ONT,a6,97,metamdbg,ONT metamdbg,ONT_a6_metamdbg,199762,
ONT,a6,98,metamdbg,ONT metamdbg,ONT_a6_metamdbg,198219,
ONT,a6,99,metamdbg,ONT metamdbg,ONT_a6_metamdbg,198188,
ONT,a6,100,metamdbg,ONT metamdbg,ONT_a6_metamdbg,197592,
PacBio,a6,1,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,4749652,
PacBio,a6,2,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,4292704,
PacBio,a6,3,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,4000294,
PacBio,a6,4,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,3796498,
PacBio,a6,5,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,3710174,
PacBio,a6,6,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,3679037,
PacBio,a6,7,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,3654222,
PacBio,a6,8,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,3549354,
PacBio,a6,9,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,3495294,
PacBio,a6,10,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,3326626,
PacBio,a6,11,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,3261919,
PacBio,a6,12,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,3250714,
PacBio,a6,13,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,3123479,
PacBio,a6,14,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2992893,
PacBio,a6,15,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2973584,
PacBio,a6,16,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2828514,
PacBio,a6,17,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2820811,
PacBio,a6,18,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2743467,
PacBio,a6,19,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2709685,
PacBio,a6,20,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2678092,
PacBio,a6,21,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2501679,
PacBio,a6,22,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2331787,
PacBio,a6,23,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2271595,
PacBio,a6,24,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2140752,
PacBio,a6,25,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2115990,
PacBio,a6,26,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,2020354,
PacBio,a6,27,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1971142,
PacBio,a6,28,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1924079,
PacBio,a6,29,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1859200,
PacBio,a6,30,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1846865,
PacBio,a6,31,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1799712,
PacBio,a6,32,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1693576,
PacBio,a6,33,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1667630,
PacBio,a6,34,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1658642,
PacBio,a6,35,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1606464,
PacBio,a6,36,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1596180,
PacBio,a6,37,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1546332,
PacBio,a6,38,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1524461,
PacBio,a6,39,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1428869,
PacBio,a6,40,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1378422,
PacBio,a6,41,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1372143,
PacBio,a6,42,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1300011,
PacBio,a6,43,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1280550,
PacBio,a6,44,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1235277,
PacBio,a6,45,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1227170,
PacBio,a6,46,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1220898,
PacBio,a6,47,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1151140,
PacBio,a6,48,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1149471,
PacBio,a6,49,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1100265,
PacBio,a6,50,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,1000535,
PacBio,a6,51,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,948077,
PacBio,a6,52,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,936809,
PacBio,a6,53,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,851386,
PacBio,a6,54,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,847688,
PacBio,a6,55,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,846199,
PacBio,a6,56,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,753707,
PacBio,a6,57,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,751544,
PacBio,a6,58,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,749647,
PacBio,a6,59,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,719060,
PacBio,a6,60,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,718113,
PacBio,a6,61,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,679467,
PacBio,a6,62,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,642711,
PacBio,a6,63,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,626321,
PacBio,a6,64,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,619377,
PacBio,a6,65,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,602446,
PacBio,a6,66,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,600479,
PacBio,a6,67,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,591437,
PacBio,a6,68,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,573705,
PacBio,a6,69,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,563234,
PacBio,a6,70,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,543062,
PacBio,a6,71,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,531331,
PacBio,a6,72,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,523484,
PacBio,a6,73,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,517587,
PacBio,a6,74,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,500944,
PacBio,a6,75,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,495446,
PacBio,a6,76,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,494716,
PacBio,a6,77,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,493293,
PacBio,a6,78,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,489267,
PacBio,a6,79,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,481338,
PacBio,a6,80,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,479854,
PacBio,a6,81,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,479250,
PacBio,a6,82,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,478471,
PacBio,a6,83,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,467603,
PacBio,a6,84,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,467499,
PacBio,a6,85,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,463290,
PacBio,a6,86,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,460153,
PacBio,a6,87,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,459229,
PacBio,a6,88,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,454556,
PacBio,a6,89,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,453764,
PacBio,a6,90,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,443898,
PacBio,a6,91,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,418526,
PacBio,a6,92,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,415645,
PacBio,a6,93,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,413554,
PacBio,a6,94,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,404945,
PacBio,a6,95,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,398362,
PacBio,a6,96,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,395912,
PacBio,a6,97,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,388748,
PacBio,a6,98,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,371645,
PacBio,a6,99,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,366858,
PacBio,a6,100,metamdbg,PacBio metamdbg,PacBio_a6_metamdbg,366609,
ONT,a6,1,metaflye,ONT metaflye,ONT_a6_metaflye,4238800,
ONT,a6,2,metaflye,ONT metaflye,ONT_a6_metaflye,3980641,
ONT,a6,3,metaflye,ONT metaflye,ONT_a6_metaflye,3678306,
ONT,a6,4,metaflye,ONT metaflye,ONT_a6_metaflye,3484896,
ONT,a6,5,metaflye,ONT metaflye,ONT_a6_metaflye,3268739,
ONT,a6,6,metaflye,ONT metaflye,ONT_a6_metaflye,3120317,
ONT,a6,7,metaflye,ONT metaflye,ONT_a6_metaflye,3090673,
ONT,a6,8,metaflye,ONT metaflye,ONT_a6_metaflye,2981690,
ONT,a6,9,metaflye,ONT metaflye,ONT_a6_metaflye,2807629,
ONT,a6,10,metaflye,ONT metaflye,ONT_a6_metaflye,2751732,
ONT,a6,11,metaflye,ONT metaflye,ONT_a6_metaflye,2679435,
ONT,a6,12,metaflye,ONT metaflye,ONT_a6_metaflye,2598353,
ONT,a6,13,metaflye,ONT metaflye,ONT_a6_metaflye,2501893,
ONT,a6,14,metaflye,ONT metaflye,ONT_a6_metaflye,2271286,
ONT,a6,15,metaflye,ONT metaflye,ONT_a6_metaflye,2020301,
ONT,a6,16,metaflye,ONT metaflye,ONT_a6_metaflye,1993695,
ONT,a6,17,metaflye,ONT metaflye,ONT_a6_metaflye,1948768,
ONT,a6,18,metaflye,ONT metaflye,ONT_a6_metaflye,1916915,
ONT,a6,19,metaflye,ONT metaflye,ONT_a6_metaflye,1827313,
ONT,a6,20,metaflye,ONT metaflye,ONT_a6_metaflye,1815588,
ONT,a6,21,metaflye,ONT metaflye,ONT_a6_metaflye,1781702,
ONT,a6,22,metaflye,ONT metaflye,ONT_a6_metaflye,1774986,
ONT,a6,23,metaflye,ONT metaflye,ONT_a6_metaflye,1766958,
ONT,a6,24,metaflye,ONT metaflye,ONT_a6_metaflye,1751538,
ONT,a6,25,metaflye,ONT metaflye,ONT_a6_metaflye,1693598,
ONT,a6,26,metaflye,ONT metaflye,ONT_a6_metaflye,1664574,
ONT,a6,27,metaflye,ONT metaflye,ONT_a6_metaflye,1659334,
ONT,a6,28,metaflye,ONT metaflye,ONT_a6_metaflye,1577331,
ONT,a6,29,metaflye,ONT metaflye,ONT_a6_metaflye,1499202,
ONT,a6,30,metaflye,ONT metaflye,ONT_a6_metaflye,1489862,
ONT,a6,31,metaflye,ONT metaflye,ONT_a6_metaflye,1429131,
ONT,a6,32,metaflye,ONT metaflye,ONT_a6_metaflye,1349184,
ONT,a6,33,metaflye,ONT metaflye,ONT_a6_metaflye,1306148,
ONT,a6,34,metaflye,ONT metaflye,ONT_a6_metaflye,1298022,
ONT,a6,35,metaflye,ONT metaflye,ONT_a6_metaflye,1288218,
ONT,a6,36,metaflye,ONT metaflye,ONT_a6_metaflye,1239523,
ONT,a6,37,metaflye,ONT metaflye,ONT_a6_metaflye,1184538,
ONT,a6,38,metaflye,ONT metaflye,ONT_a6_metaflye,1157894,
ONT,a6,39,metaflye,ONT metaflye,ONT_a6_metaflye,1155071,
ONT,a6,40,metaflye,ONT metaflye,ONT_a6_metaflye,1120934,
ONT,a6,41,metaflye,ONT metaflye,ONT_a6_metaflye,1118140,
ONT,a6,42,metaflye,ONT metaflye,ONT_a6_metaflye,1115132,
ONT,a6,43,metaflye,ONT metaflye,ONT_a6_metaflye,1110027,
ONT,a6,44,metaflye,ONT metaflye,ONT_a6_metaflye,1106640,
ONT,a6,45,metaflye,ONT metaflye,ONT_a6_metaflye,1099801,
ONT,a6,46,metaflye,ONT metaflye,ONT_a6_metaflye,1072998,
ONT,a6,47,metaflye,ONT metaflye,ONT_a6_metaflye,1011716,
ONT,a6,48,metaflye,ONT metaflye,ONT_a6_metaflye,1011579,
ONT,a6,49,metaflye,ONT metaflye,ONT_a6_metaflye,943798,
ONT,a6,50,metaflye,ONT metaflye,ONT_a6_metaflye,920972,
ONT,a6,51,metaflye,ONT metaflye,ONT_a6_metaflye,919776,
ONT,a6,52,metaflye,ONT metaflye,ONT_a6_metaflye,891675,
ONT,a6,53,metaflye,ONT metaflye,ONT_a6_metaflye,887130,
ONT,a6,54,metaflye,ONT metaflye,ONT_a6_metaflye,870085,
ONT,a6,55,metaflye,ONT metaflye,ONT_a6_metaflye,849877,
ONT,a6,56,metaflye,ONT metaflye,ONT_a6_metaflye,842451,
ONT,a6,57,metaflye,ONT metaflye,ONT_a6_metaflye,841701,
ONT,a6,58,metaflye,ONT metaflye,ONT_a6_metaflye,839083,
ONT,a6,59,metaflye,ONT metaflye,ONT_a6_metaflye,834239,
ONT,a6,60,metaflye,ONT metaflye,ONT_a6_metaflye,833028,
ONT,a6,61,metaflye,ONT metaflye,ONT_a6_metaflye,830167,
ONT,a6,62,metaflye,ONT metaflye,ONT_a6_metaflye,823327,
ONT,a6,63,metaflye,ONT metaflye,ONT_a6_metaflye,793265,
ONT,a6,64,metaflye,ONT metaflye,ONT_a6_metaflye,780501,
ONT,a6,65,metaflye,ONT metaflye,ONT_a6_metaflye,771075,
ONT,a6,66,metaflye,ONT metaflye,ONT_a6_metaflye,751452,
ONT,a6,67,metaflye,ONT metaflye,ONT_a6_metaflye,680411,
ONT,a6,68,metaflye,ONT metaflye,ONT_a6_metaflye,669151,
ONT,a6,69,metaflye,ONT metaflye,ONT_a6_metaflye,644934,
ONT,a6,70,metaflye,ONT metaflye,ONT_a6_metaflye,629701,
ONT,a6,71,metaflye,ONT metaflye,ONT_a6_metaflye,624725,
